,"MA","Title","First author","Last author","Abstract","OnResearchgate","DOI","rg_URL"
11,"MA1","Invasion of a deciduous forest by earthworms: Changes in soil chemistry, microflora, microarthropods and vegetation.","Nico Eisenhauer","Stefan Scheu","Ecosystems of northern North America existed without earthworm fauna until European settlers arrived and introduced European species. The current extent of invasion by some of these species, Lumbricus terrestris L., Octolasion tyrtaeum Savigny and Dendrobaena octaedra Savigny, into an aspen forest in the Canadian Rocky Mountains and the effects of the invasion on soil chemistry, microflora, soil microarthropods and vegetation were investigated. Densities of earthworm species, soil structure, plant coverage and abundance were determined along three transects starting at the edge of the forest. At locations with L. terrestris, litter was incorporated into the soil, and where O. tyrtaeum was present, organic layers were mixed with mineral soil layers. Organic layers disappeared almost entirely when both species occurred together. Carbon and nitrogen concentrations were reduced in organic layers in the presence of L. terrestris and O. tyrtaeum. Microbial biomass and basal respiration were reduced when L. terrestris and O. tyrtaeum were present, presumably due to resource competition and habitat destruction. Microarthropod densities and the number of microarthropod species were strongly reduced in the presence of O. tyrtaeum (−75% and −22%, respectively), probably through mechanical disturbances, increasing compactness of the soil and resource competition. The coverage of some plant species was correlated with earthworm abundance, but the coverage of others was not. Despite harsh climatic conditions, the invasion of boreal forest ecosystems by mineral soil dwelling earthworm species is proceeding and strongly impacts soil structure, soil chemistry, microorganisms, soil microarthropods and vegetation.","May 2007","DOI: 10.1016/j.soilbio.2006.12.019","https://www.researchgate.net/publication/222207820_Invasion_of_a_deciduous_forest_by_earthworms_Changes_in_soil_chemistry_microflora_microarthropods_and_vegetation?_sg=pIxJSEtSb9xVQQ-PFHqYd-t_e3IbjgKG6_rWgZFt4MiVgq6deqGcfbHc17ZNDsgrODvFOBu8A4g6hCI"
12,"MA1","Earthworm effects on the incorporation of litter C and N into soil organic matter in a sugar maple forest.","Timothy J. Fahey","Patrick J. Bohlen","To examine the mechanisms of earthworm effects on forest soil C and N, we double-labeled leaf litter with 13C and 15N, applied it to sugar maple forest plots with and without earthworms, and traced isotopes into soil pools. The experimental design included forest plots with different earthworm community composition (dominated by Lumbricus terrestris or L. rubellus). Soil carbon pools were 37% lower in earthworm-invaded plots largely because of the elimination of the forest floor horizons, and mineral soil C:N was lower in earthworm plots despite the mixing of high C:N organic matter into soil by earthworms. Litter disappearance over the first winter-spring was highest in the L. terrestris (T) plots, but during the warm season, rapid loss of litter was observed in both L. rubellus (R) and T plots. After two years, 22.0% +/- 5.4% of 13C released from litter was recovered in soil with no significant differences among plots. Total recovery of added 13C (decaying litter plus soil) was much higher in no-worm (NW) plots (61-68%) than in R and T plots (20-29%) as much of the litter remained in the former whereas it had disappeared in the latter. Much higher percentage recovery of 15N than 13C was observed, with significantly lower values for T than R and NW plots. Higher overwinter earthworm activity in T plots contributed to lower soil N recovery. In earthworm-invaded plots isotope enrichment was highest in macroaggregates and microaggregates whereas in NW plots silt plus clay fractions were most enriched. The net effect of litter mixing and priming of recalcitrant soil organic matter (SOM), stabilization of SOM in soil aggregates, and alteration of the soil microbial community by earthworm activity results in loss of SOM and lowering of the C:N ratio. We suggest that earthworm stoichiometry plays a fundamental role in regulating C and N dynamics of forest SOM.","Jul 2013","DOI: 10.2307/23441616","https://www.researchgate.net/publication/256084153_Earthworm_effects_on_the_incorporation_of_litter_C_and_N_into_soil_organic_matter_in_a_sugar_maple_forest?_sg=vPAapVGHuyKkHjlCx_QAbXyYX8wLcgU5yeKp63U0do9n4R7F63nPzlXZHh2XZ7upgwaTBsYLkdslA5Q"
13,"MA1","Impacts of invasive Asian (Amynthas hilgendorfi) and European (Lumbricus rubellus) earthworms in a North American temperate deciduous forest.","Holly G. Greiner","Scott D. Tiegs","Background/Question/Methods While invasive European earthworms belonging to the family Lumbricidae have known impacts on the temperate deciduous forests of North America, little is known about earthworms originating from other areas, despite increasingly common reports of thriving populations. Amynthas hilgendorfi, an Asian species with established populations in North American forests, is characterized by an annual life cycle, high metabolic and growth rates, and an ability to thrive at very high densities – traits that distinguish this species from many European earthworms. We hypothesized that the ecological impacts of this species on forest soils also differ, and here we present the results of field and laboratory experiments designed to 1) evaluate the potential impacts of A. hilgendorfi on forest-floor nutrient cycling and leaf-litter decomposition, 2) compare these impacts to those of a better-understood European species, Lumbricus rubellus,and 3) test for interactive effects between these two species. We conducted a replicated manipulative field experiment in which 1.5 m2 enclosures were treated with either A. hilgendorfi, L. rubellus, both species together, or no earthworm additions as a control. We also applied these same treatments to laboratory mesocosms, and in both experiments evaluated soil nitrate, ammonium, and soluble reactive phosphorus (SRP) concentrations, and organic-matter decomposition. Results/Conclusions In the field we observed no difference in soil nitrate concentrations across earthworm treatments, while in laboratory mesocosms, nitrate concentrations in soil containing A. hilgendorfi was 43% greater than that mesocosms treated with L. rubellus,and almost double the nitrate concentration of earthworm-free mesocosms. Soil ammonium concentrations were greatest in field plots treated with A. hilgendorfi, but no differences were observed among treatments applied to laboratory mesocosms. A. hilgendorfi increased SRP concentrations relative to soils treated with L. rubellus and controls, in both the lab and the field. L. rubellus was associated with greater organic-matter decomposition rates than A. hilgendorfi in both the field and laboratory experiments. No interactive effects between the two species were apparent for any of the response variables we examined. Overall these results suggest that the effects of A. hilgendorfi on forest ecosystems differ from those of L. rubellus, and for nutrient mineralization in particular, can be more intense. Present knowledge of earthworm invasion ecology in North America is largely based on studies of European lumbricids, which may be inappropriate for understanding the impacts of earthworms of other families from other regions.","Aug 2010","N/A","https://www.researchgate.net/publication/267283388_Effects_of_the_exotic_invasive_Asian_earthworm_Amynthas_hilgendorfi_on_forest_floor_processes?_sg=FTwOWGgS1BuGzx_ppR1Ffe1VTYy4Fuwwerz4vLYjAYH_ITgKySk5CJv4BLOw7G1qf3i-v8Oe0Qf8FTc"
14,"MA1","Exotic earthworm invasion and microbial biomass in temperate forest soils.","Peter M. Groffman","Timothy J. Fahey","Invasion of north temperate forest soils by exotic earthworms has the potential to alter microbial biomass and activity over large areas of North America. We measured the distribution and activity of microbial biomass in forest stands invaded by earthworms and in adjacent stands lacking earthworms in sugar maple-dominated forests in two locations in New York State, USA: one with a history of cultivation and thin organic surface soil horizons (forest floors) and the other with no history of cultivation and a thick (3–5 cm) forest floor. Earthworm invasion greatly reduced pools of microbial biomass in the forest floor and increased pools in the mineral soil. Enrichment of the mineral soil was much more marked at the site with thick forest floors. The increase in microbial biomass carbon (C) and nitrogen (N) in the mineral soil at this site was larger than the decrease in the forest floor, resulting in a net increase in total soil profile microbial biomass in the invaded plots. There was an increase in respiration in the mineral soil at both sites, which is consistent with a movement of organic matter and microbial biomass into the mineral soil. However, N-cycle processes (mineralization and nitrification) did not increase along with respiration. It is likely that the earthworm-induced input of C into the mineral soil created a microbial sink for N, preventing an increase in net mineralization and nitrification and conserving N in the soil profile.","Feb 2004","DOI: 10.1007/s10021-003-0129-9","https://www.researchgate.net/publication/226878146_Exotic_Earthworm_Invasion_and_Microbial_Biomass_in_Temperate_Forest_Soils?_sg=WzjPjIqLETk8tqY2WzWCqrW_2a99NmKh4MjWENuOx1B4XBOqq-kiqbhKToTy0QA5gqhsOBq7pTo38oM"
15,"MA1","Earthworms increase soil microbial biomass carrying capacity and nitrogen retention in northern hardwood forests.","Peter M. Groffman","John C. Maerz","Earthworms have been shown to produce contrasting effects on soil carbon (C) and nitrogen (N) pools and dynamics. We measured soil C and N pools and processes and traced the flow of 13C and 15N from sugar maple (Acer saccharum Marsh.) litter into soil microbial biomass and respirable C and mineralizable and inorganic N pools in mature northern hardwood forest plots with variable earthworm communities. Previous studies have shown that plots dominated by either Lumbricus rubellus or Lumbricus terrestris have markedly lower total soil C than uncolonized plots. Here we show that total soil N pools in earthworm colonized plots were reduced much less than C, but significantly so in plots dominated by contain L. rubellus. Pools of microbial biomass C and N were higher in earthworm-colonized (especially those dominated by L. rubellus) plots and more 13C and 15N were recovered in microbial biomass and less was recovered in mineralizable and inorganic N pools in these plots. These plots also had lower rates of potential net N mineralization and nitrification than uncolonized reference plots. These results suggest that earthworm stimulation of microbial biomass and activity underlie depletion of soil C and retention and maintenance of soil N pools, at least in northern hardwood forests. Earthworms increase the carrying capacity of soil for microbial biomass and facilitate the flow of N from litter into stable soil organic matter. However, declines in soil C and C:N ratio may increase the potential for hydrologic and gaseous losses in earthworm-colonized sites under changing environmental conditions.","Apr 2015","DOI: 10.1016/j.soilbio.2015.03.025","https://www.researchgate.net/publication/276170364_Earthworms_increase_soil_microbial_biomass_carrying_capacity_and_nitrogen_retention_in_northern_hardwood_forests?_sg=odYH6Q4LqALU8h-NVnqxpbWFT63LtfyCjCHP9-L59mnesHzvwcbiQ9M9N3gtPtYGEJJuJA9ko8Q9Orc"
16,"MA1","Effects of European earthworm invasion on soil characteristics in northern hardwood forests of Minnesota, USA","Cindy M. Hale","John Pastor","European earthworms are colonizing worm-free hardwood forests across North America. Leading edges of earthworm invasion in forests of northern Minnesota provide a rare opportunity to document changes in soil characteristics as earthworm invasions are occurring. Across leading edges of earthworm invasion in four northern hardwood stands, increasing total earthworm biomass was associated with rapid disappearance of the O horizon. Concurrently, the thickness, bulk density and total soil organic matter content of the A horizon increased, and it’s percent organic matter and fine root density decreased. Different earthworm species assemblages influenced the magnitude and type of change in these soil parameters. Soil N and P availability were lower in plots with high earthworm biomass compared to plots with low worm biomass. Decreases in soil nitrogen availability associated with high earthworm biomass were reflected in decreased foliar nitrogen content for Carex pensylvanica, Acer saccharum and Asarum canadense but increased foliar N for Athyrium felix-femina. Overall, high earthworm biomass resulted in increased foliar carbon to nitrogen ratios. The effects of earthworm species assemblages on forest soil properties are related to their feeding and burrowing habits in addition to effects related to total biomass. The potential for large ecosystem consequences following exotic earthworm invasion has only recently been recognized by forest ecologists. In the face of rapid change and multiple pressures on native forest ecosystems, the impacts of earthworm invasion on forest soil structure and function must be considered.","Dec 2005","DOI: 10.1007/s10021-005-0066-x","https://www.researchgate.net/publication/226464435_Effects_of_European_Earthworm_Invasion_on_Soil_Characteristics_in_Northern_Hardwood_Forests_of_Minnesota_USA?_sg=9A8fkkAw20S1TRgKfXXfKQ3pL3qDQg8WFkD7KpwEEXof7N3rAzovPYvhzM8JOAX0p01LMsonLR1VvXE"
17,"MA1","Exotic earthworm effects on hardwood forest floor, nutrient availability and native plants: a mesocosm study","Cindy M. Hale","John Pastor","A greenhouse mesocosm experiment, representing earthworm-free North American Acer-dominated forest floor and soil conditions, was used to examine the individual and combined effects of initial invasion by three European earthworm species (Dendrobaena octaedra, Lumbricus rubellus and Lumbricus terrestris) on the forest floor and upper soil horizons, N and P availability, and the mortality and biomass of four native understory plant species (Acer saccharum, Aquilegia canadensis, Aralia racemosa, and Carex pensylvanica). All the three earthworm species combined caused larger impacts on most variables measured than any single earthworm species. These included loss of O horizon mass, decreased thickness of the O horizon and increased thickness of the A horizon, and higher availability of N and P. The latter finding differs from field reports where nutrients were less available after invasion, and probably represents an initial transient increase in nutrient supply as earthworms consume and incorporate the O horizon into the A horizon. Earthworms also increased mortality of plants and decreased total mesocosm plant biomass, but here the impact of all the three earthworm species was no greater than that of L. terrestris and/or L. rubellus alone. This study corroborates field studies that European earthworm invasions alter North American forest ecosystem processes by initiating a cascade of impacts on plant community composition and soil properties.","Apr 2008","DOI: 10.1007/s00442-007-0925-6","https://www.researchgate.net/publication/5780932_Exotic_earthworm_effects_on_hardwood_forest_floor_nutrient_availability_and_native_plants_A_mesocosm_study?_sg=9Sw0K-JI-i0MnmmDLv-ha35VgbLB69pFfL6ZRN23zdaaYYlfvvzJIwdxAb50Ubf9SCilR5D3OpIu3cA"
18,"MA1","Cooperation of earthworm and arbuscular mycorrhizae enhanced plant N uptake by balancing absorption and supply of ammonia","Xinxing He","Shenglei Fu","Earthworms and arbuscular mycorrhizal fungi (AMF) interact to regulate plant nitrogen (N) supply, but the mechanisms through which they affect plant N uptake are unclear. We hypothesized that earthworms, plants and the associated AMF exhibit different preferences for different forms of inorganic N (NH 4 + and NO 3 −), which could regulate the effect of earthworms and AMF interaction on plant N acquisition. We outlined three independent but complementary experiments to test this hypothesis in the context of exotic earthworm, Pontoscolex corethrurus. The earthworm is dominating the plantation forests in subtropical and tropical regions of China, which have their understory dominated by the fern Dicranopteris dichotoma. By employing an excised root 15 N incubation experiment and a field in situ 15 N experiment, we found that the fern prefers to use NH 4 + rather than NO 3 −. Then we did a 2 × 2 factorial microcosm experiment using AMF (Rhizophagus intraradices) and earthworms (P. corethrurus). The exotic earthworm increased soil NH 4 + concentration but did not affect soil NO 3 − concentration, while the AMF decreased soil NH 4 + concentration but had no effect on soil NO 3 − concentration. The increase in soil NH 4 + induced by the earthworms was efficiently utilized by the AMF, and significantly increased the total N uptake by the fern. In contrast, the AMF alone increased the N concentration of leaves and coarse roots, but not the total plant N uptake, primarily due to the lower levels of available NH 4 + compared with the earthworm treatments. The uninoculated fern did not benefit from the earthworm-induced increase in soil NH 4 + , suggesting that the root of the fern cannot access the 'NH 4 + hotspots' created by the earthworms. Our work suggests that successful cooperation of earthworms and AMF on plant N uptake depends on the correct match in N-form.","Jan 2018","DOI: 10.1016/j.soilbio.2017.10.038","https://www.researchgate.net/publication/320892180_Cooperation_of_earthworm_and_arbuscular_mycorrhizae_enhanced_plant_N_uptake_by_balancing_absorption_and_supply_of_ammonia?_sg=mYbKqHu1CemOqk72XUexvv_A0URv1hFSkhQwcyGJIH4-SLrvYnGLtxDbxFLH_JkNRswFszRLf1NQF9w"
19,"MA1","The impact of invasive earthworms on soil respiration and soil carbon within temperate hardwood forests","Bradley Wayne Jennings","Shaun A. Watmough","Improving current understanding of the factors that control soil carbon (C) dynamics in forest ecosystems remains an important topic of research as it plays an integral role in the fertility of forest soils and the global C cycle. Invasive earthworms have the potential to alter soil C dynamics, though mechanisms and effects remain poorly understood. To investigate potential effects of invasive earthworms on forest C, the forest floor, mineral soil, fine root biomass, litterfall and microbial litter decay rates, and total soil respiration (TSR) over a full year were measured at an invaded and uninvaded deciduous forest site in southern Ontario. The uninvaded site was approximately 300 m from the invaded site and a distinct invasion front between sites was present. Along the invasion front, the biomass of the forest floor was negatively correlated with earthworm abundance and biomass. There was no significant difference between litterfall, microbial litter decay, and TSR between the invaded and uninvaded sites, but fine root biomass was approximately 30% lower at the invaded site. There was no significant difference in total soil C pools (0–30 cm) between the invaded and uninvaded sites. Despite profound impacts on forest floor soil C pools, earthworm invasion does not significantly increase TSR, most likely because increased heterotrophic respiration associated with earthworms is largely offset by a decrease in autotrophic respiration caused by lower fine root biomass.","Aug 2016","DOI: 10.1007/s10021-016-9977-y","https://www.researchgate.net/publication/301316279_The_Impact_of_Invasive_Earthworms_on_Soil_Respiration_and_Soil_Carbon_Within_Temperate_Hardwood_Forests?_sg=9bLbHctLws1313fqYY_lh5J_ndqVI16DG26xC8TRo_uP2YOFWEiZBILlk47-MtiLVS9dgfXUe7iofO8"
20,"MA1","Interactions between earthworm burrowing, growth of a leguminous shrub and nitrogen cycling in a former agricultural soil","Young-Nam Kim","Nicholas Dickinson","Attempts to restore native biodiversity into agricultural landscapes in New Zealand appear to be compromised both by soil nitrogen enrichment from farming and N-leakage to the wider environment. We investigated whether interactions between native earthworms and a native rhizobium-inoculated leguminous shrub (Sophora microphylla) have a measurable effect on the mobility of nitrogen in an agricultural soil that has been nitrogen-enriched and colonised by exotic earthworms. Plants grew better in the presence of both native and exotic soil-burrowing earthworms. Rates of root nodulation were considerably enhanced in the presence of the native megascolecid anecic earthworm Maoridrilus transalpinus. This species consumed more organic matter in the presence of inoculated plants whilst marginally lowering soil pH and enhancing critical concentrations of nitrate, but also reducing nitrous oxide emissions. Earthworms raised dehydrogenase enzyme activity and microbial activity in soil, but this was not commensurate with rates of nodulation. Our results show that some combination of earthworm-mediated soil aeration, modification of moisture conditions in the rhizosphere and drilosphere, and comminution of organic matter, modify microbial communities and significantly impact the N cycle.","Feb 2017","DOI: 10.1016/j.apsoil.2016.10.011","https://www.researchgate.net/publication/309689033_Interactions_between_earthworm_burrowing_growth_of_a_leguminous_shrub_and_nitrogen_cycling_in_a_former_agricultural_soil?_sg=YwRyKh4fduK34DNaB9trkMrc-MjaS4L8vyKKtH25sPHMpO7Z3_P2yKbrq1n2QKQQ0BCNv0rs0XC3nKY"
21,"MA1","Influence of nonnative earthworms on mycorrhizal colonization of sugar maple (Acer saccharum)","Beth Lawrence","Esteban R. Suárez","• Exotic earthworms can modify or eliminate surface organic (Oe/Oa) horizons in cold-temperate forest ecosystems and have profound effects on the forest soil environment, especially the rooting zone. • We examined the effects of earthworm colonization of northern hardwood forest soils on the abundance and morphology of mycorrhizal fungi associated with sugar maple (Acer saccharum). We compared mycorrhizal associations of areas of earthworm invasion with those of reference (no-worm) areas in Arnot Forest, central New York, USA. • The organic horizon in reference areas had higher mycorrhizal colonization rates and higher colonized root length than did surface layers in areas with active earthworm populations. Hyphal coils were more abundant and also formed a greater proportion of total fungal colonization in reference plots. Vesicles were more abundant and were a higher contribution to total colonization in earthworm plots, indicating a possible stress response to the presence of earthworms. • By affecting mycorrhizal colonization and morphology, earthworms may influence nutrient uptake capacity of dominant forest species. Our results suggest that a profound change in the mycorrhizal system will be one component of the potential ecosystem effects of invasion of new forest habitat by nonnative earthworms.","Dec 2002","DOI: 10.1046/j.1469-8137.2003.00649.x","https://www.researchgate.net/publication/228006938_Influence_of_nonnative_earthworms_on_mycorrhizal_colonization_of_sugar_maple_Acer_saccharum?_sg=iK-s-mlE7rzs4NFBAtvAlAHYexAobs8rCYit8ZGjd9cl9tQotOS0sX8xJOEkEFXMCEPn2bHC64JyuI4"
