,Title,First author,Last author,Abstract,Journal,Language,Year,Month,First Author Country,Last Author Country,DOI,DOI URL
205,Uses and misuses of meta-analysis in plant ecology.,Julia Koricheva,Jessica Gurevitch,"<jats:title>Summary</jats:title><jats:p>
<jats:list>

<jats:list-item><jats:p>The number of published meta‐analyses in plant ecology has increased greatly over the last two decades. Meta‐analysis has made a significant contribution to the field, allowing review of evidence for various ecological hypotheses and theories, estimation of effects of major environmental drivers (climate change, habitat fragmentation, invasive species, air pollution), assessment of management and conservation strategies, and comparison of effects across different temporal and spatial scales, taxa and ecosystems, as well as research gap identification.</jats:p></jats:list-item>

<jats:list-item><jats:p>We identified 322 meta‐analyses published in the field of plant ecology between 1996 and 2013 in 95 different journals and assessed their methodological and reporting quality according to standard criteria. Despite significant recent developments in the methodology of meta‐analysis, the quality of published meta‐analyses was uneven and showed little improvement over time.</jats:p></jats:list-item>

<jats:list-item><jats:p>We found many cases of imprecise and inaccurate usage of the term ‘meta‐analysis’ in plant ecology, particularly confusion between meta‐analysis and vote counting and incorrect application of statistical techniques designed for primary studies to meta‐analytical data, without recognition of the violation of statistical assumptions of the analyses.</jats:p></jats:list-item>

<jats:list-item><jats:p>Methodological issues for meta‐analyses in plant ecology include incomplete reporting of search strategy used to retrieve primary studies, failure to test for possible publication bias and to conduct sensitivity analysis to test the robustness of the results, as well as lack of availability of the data set used for the analyses.</jats:p></jats:list-item>

<jats:list-item><jats:p>The use of meta‐analysis is particularly common in community ecology, ecophysiology and ecosystem ecology, but meta‐analyses in ecophysiology are more likely not to meet standard quality criteria than papers in other subdisciplines. Fewer meta‐analyses have been conducted in plant population ecology.</jats:p></jats:list-item>

<jats:list-item><jats:p><jats:italic>Synthesis</jats:italic>. Over the past two decades, plant ecologists have embraced meta‐analysis as a statistical tool to combine results across studies, and much has been learned as a result. However, as the popularity and usage of meta‐analysis in the field of plant ecology has grown, establishment of quality standards, as has been done in other disciplines, becomes increasingly important. In order to improve the quality of future meta‐analyses in plant ecology, we suggest adoption of a checklist of quality criteria for meta‐analysis for use by research synthesists, peer reviewers and journal editors.</jats:p></jats:list-item>
</jats:list>
</jats:p>",Wiley,en,2014.0,No data,UK,USA,10.1111/1365-2745.12224,http://dx.doi.org/10.1111/1365-2745.12224
206,Handbook of Meta-Analysis in Ecology and Evolution.,No data,No data,"<p>Meta-analysis is a powerful statistical methodology for synthesizing research evidence across independent studies. This is the first comprehensive handbook of meta-analysis written specifically for ecologists and evolutionary biologists, and it provides an invaluable introduction for beginners as well as an up-to-date guide for experienced meta-analysts. The chapters walk readers through every step of meta-analysis, from problem formulation to the presentation of the results. The book identifies both the advantages of using meta-analysis for research synthesis and the potential pitfalls and limitations of meta-analysis (including when it should not be used). Different approaches to carrying out a meta-analysis are described, and include moment and least-square, maximum likelihood, and Bayesian approaches, all illustrated using worked examples based on real biological datasets. The book is tailored to the biological sciences, and will provide an invaluable text for practitioners from graduate students and senior scientists to policymakers in conservation and environmental management.</p>",Princeton University Press,No data,2013.0,No data,No data,No data,10.23943/princeton/9780691137285.001.0001,http://dx.doi.org/10.23943/princeton/9780691137285.001.0001
207,Tree rings detect earthworm invasions and their effects in northern Hardwood forests.,Evan R. Larson,Peter B. Reich,No data,Springer Science and Business Media LLC,en,2009.0,No data,No data,No data,10.1007/s10530-009-9523-3,http://dx.doi.org/10.1007/s10530-009-9523-3
208,The structure of earthworm communities.,P. Lavelle,P. Lavelle,No data,Springer Netherlands,No data,1983.0,No data,No data,No data,10.1007/978-94-009-5965-1_39,http://dx.doi.org/10.1007/978-94-009-5965-1_39
209,Quantifying differences between native and introduced species.,Nathan P. Lemoine,John D. Parker,No data,Elsevier BV,en,2016.0,No data,No data,No data,10.1016/j.tree.2016.02.008,http://dx.doi.org/10.1016/j.tree.2016.02.008
210,Earthworm invasions in northern hardwood forests: a rapid assessment method.,Scott R. Loss,Lee E. Frelich,No data,Natural Areas Journal,en,2013.0,No data,No data,No data,10.3375/043.033.0103,http://dx.doi.org/10.3375/043.033.0103
211,Greenhouse-gas emissions from soils increased by earthworms.,Lee Frelich,Lee Frelich,No data,H1 Connect,No data,2013.0,No data,USA,USA,10.3410/f.718002379.793475379,http://dx.doi.org/10.3410/f.718002379.793475379
212,The influence of invasive earthworms on indigenous fauna in ecosystems previously uninhabited by earthworms.,Sonja Migge-Kleian,Liam Heneghan,No data,Springer Netherlands,No data,,No data,No data,No data,10.1007/978-1-4020-5429-7_8,http://dx.doi.org/10.1007/978-1-4020-5429-7_8
213,"Invasions: the trail behind, the path ahead, and a test of a disturbing idea.",Angela T. Moles,Fiona J. Thomson,"<jats:title>Summary</jats:title><jats:p><jats:bold>1.</jats:bold> We provide a brief overview of progress in our understanding of introduced plant species.</jats:p><jats:p><jats:bold>2.</jats:bold> Three main conclusions emerge from our review: (i) Many lines of research, including the search for traits that make species good invaders, or that make ecosystems susceptible to invasion, are yielding idiosyncratic results. To move forward, we advocate a more synthetic approach that incorporates a range of different types of information about the introduced species and the communities and habitats they are invading. (ii) Given the growing evidence for the adaptive capacity of both introduced species and recipient communities, we need to consider the implications of the long‐term presence of introduced species in our ecosystems. (iii) Several foundational ideas in invasion biology have become widely accepted without appropriate testing, or despite equivocal evidence from empirical tests. One such idea is the suggestion that disturbance facilitates invasion.</jats:p><jats:p><jats:bold>3.</jats:bold> We use data from 200 sites around the world to provide a broad test of the hypothesis that invasions are better predicted by a change in disturbance regime than by disturbance <jats:italic>per se</jats:italic>. Neither disturbance nor change in disturbance regime explained more than 7% of the variation in the % of cover or species richness contributed by introduced species. However, change in disturbance regime was a significantly better predictor than was disturbance <jats:italic>per se</jats:italic>, explaining approximately twice as much variation as did disturbance.</jats:p><jats:p><jats:bold>4.</jats:bold> <jats:italic>Synthesis</jats:italic>. Disturbance is a weak predictor of invasion. To increase predictive power, we need to consider multiple variables (both intrinsic and extrinsic to the site) simultaneously. Variables that describe the changes sites have undergone may be particularly informative.</jats:p>",Wiley,en,2011.0,No data,No data,No data,10.1111/j.1365-2745.2011.01915.x,http://dx.doi.org/10.1111/j.1365-2745.2011.01915.x
214,A meta-analysis of declines in local species richness from human disturbances.,Grace E. P. Murphy,Tamara N. Romanuk,"<jats:title>Abstract</jats:title><jats:p>There is high uncertainty surrounding the magnitude of current and future biodiversity loss that is occurring due to human disturbances. Here, we present a global meta‐analysis of experimental and observational studies that report 327 measures of change in species richness between disturbed and undisturbed habitats across both terrestrial and aquatic biomes. On average, human‐mediated disturbances lead to an 18.3% decline in species richness. Declines in species richness were highest for endotherms (33.2%), followed by producers (25.1%), and ectotherms (10.5%). Land‐use change and species invasions had the largest impact on species richness resulting in a 24.8% and 23.7% decline, respectively, followed by habitat loss (14%), nutrient addition (8.2%), and increases in temperature (3.6%). Across all disturbances, declines in species richness were greater for terrestrial biomes (22.4%) than aquatic biomes (5.9%). In the tropics, habitat loss and land‐use change had the largest impact on species richness, whereas in the boreal forest and Northern temperate forests, species invasions had the largest impact on species richness. Along with revealing trends in changes in species richness for different disturbances, biomes, and taxa, our results also identify critical knowledge gaps for predicting the effects of human disturbance on Earth's biomes.</jats:p>",Wiley,en,2013.0,Dec,Canada,Canada,10.1002/ece3.909,http://dx.doi.org/10.1002/ece3.909
215,Methodological issues and advances in biological meta-analysis.,No data,No data,No data,Psychology Press,No data,2003.0,No data,No data,No data,10.4324/9781410606747-9,http://dx.doi.org/10.4324/9781410606747-9
216,Vive la resistance: reviving resistance for 21st century conservation.,D.G. Nimmo,A.F. Bennett,No data,Elsevier BV,en,2015.0,No data,No data,No data,10.1016/j.tree.2015.07.008,http://dx.doi.org/10.1016/j.tree.2015.07.008
217,Earthworm invasion as the driving force behind plant invasion and community change in northeastern North American forests.,VICTORIA A. NUZZO,BERND BLOSSEY,"<jats:p><jats:bold>Abstract: </jats:bold>  <jats:italic>Identification of factors that drive changes in plant community structure and contribute to decline and endangerment of native plant species is essential to the development of appropriate management strategies. Introduced species are assumed to be driving causes of shifts in native plant communities, but unequivocal evidence supporting this view is frequently lacking. We measured native vegetation, non‐native earthworm biomass, and leaf‐litter volume in 15 forests in the presence and absence of 3 non‐native plant species (</jats:italic>Microstegium vimineum, Alliaria petiolata, Berberis thunbergii<jats:italic>) to assess the general impact of non‐native plant and earthworm invasions on native plant communities in northeastern United States. Non‐native plant cover was positively correlated with total native plant cover and non‐native earthworm biomass. Earthworm biomass was negatively associated with cover of native woody and most herbaceous plants and with litter volume. Graminoid cover was positively associated with non‐native earthworm biomass and non‐native plant cover. These earthworm‐associated responses were detected at all sites despite differences in earthworm species and abundance, composition of the native plant community, identity of invasive plant species, and geographic region. These patterns suggest earthworm invasion, rather than non‐native plant invasion, is the driving force behind changes in forest plant communities in northeastern North America, including declines in native plant species, and earthworm invasions appear to facilitate plant invasions in these forests. Thus, a focus on management of invasive plant species may be insufficient to protect northeastern forest understory species.</jats:italic></jats:p>",Wiley,en,2009.0,No data,No data,No data,10.1111/j.1523-1739.2009.01168.x,http://dx.doi.org/10.1111/j.1523-1739.2009.01168.x
218,Invasive earthworms shape forest seed bank composition.,Victoria Nuzzo,Bernd Blossey,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Aim</jats:title><jats:p>To assess how non‐native earthworm and non‐native plant invasions shape soil seed bank composition in deciduous temperate forests.</jats:p></jats:sec><jats:sec><jats:title>Location</jats:title><jats:p>New York State, USA.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>We recorded earthworm density, earthworm biomass and vegetation composition in 12 deciduous forests and subsequently collected soil cores and recorded emergence of plant species from the seed bank. We used path analysis to assess direct and indirect contributions of earthworms and vegetation composition (species richness and cover of native and non‐native plants) to the species richness and abundance of emergent seedlings.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>High earthworm populations were positively associated with increased species richness and seedling density of both native and non‐native plant species emerging from the seed bank. This relationship held for all life‐form groups, although the earthworm effect was indirect for non‐native graminoid abundance. Non‐native plants were positively correlated with earthworms and while they influenced both aboveground vegetation cover and species richness, they had no direct influence on emergent abundance or species richness.</jats:p></jats:sec><jats:sec><jats:title>Main conclusions</jats:title><jats:p>Our results suggest that forest seed bank composition is strongly influenced by the presence and abundance of non‐native earthworms, and only weakly influenced by non‐native plants. Forest understorey recovery from seed banks is possible following earthworm invasion, but resulting communities bear little similarity to standing vegetation. Recovery of the full desirable and typical complement of aboveground vegetation will require input to seed banks by (1) fostering seed production of existing vegetation and/or (2) planting seed of desired species. We suggest managing understorey vegetation to allow herbaceous species to set seed.</jats:p></jats:sec>",Wiley,en,2015.0,May,USA,USA,10.1111/ddi.12322,http://dx.doi.org/10.1111/ddi.12322
219,Belowground interactions with aboveground consequences: Invasive earthworms and arbuscular mycorrhizal fungi.,Shishir Paudel,Scott R. Loss,No data,Wiley,en,2015.0,No data,No data,No data,10.1890/15-1085.1,http://dx.doi.org/10.1890/15-1085.1
220,Invasive plants have scale-dependent effects on diversity by altering species-area relationships.,Kristin I. Powell,Tiffany M. Knight,"<jats:title>The Scale of Plant Invasions</jats:title>
          <jats:p>
            Many studies have shown large effects of invasive species on native species diversity, but at the same time, invaders (especially plants) have rarely been implicated in the extinctions of native species.
            <jats:bold>
              Powell
              <jats:italic>et al.</jats:italic>
            </jats:bold>
            (p.
            <jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6117"" page=""316"" related-article-type=""in-this-issue"" vol=""339"" xlink:href=""10.1126/science.1226817"">316</jats:related-article>
            ) noted that studies showing large effects have tended to be focused on smaller spatial scales, while those showing smaller effects have usually been on broader spatial scales. For such a scale-dependent effect to occur, invasive species must alter the shape of the species-area relationship (SAR). Comparing the differences in SARs with invaded and uninvaded communities of plants in three different ecosystem types in the United States revealed smaller effects of invasive species on biodiversity at increasingly broader spatial scales. Empirical data and simulations suggested that the observed patterns result from disproportionately greater influences of invasive species on common relative to rare species that result from a combination of sampling effects and differential responses to invasion.
          </jats:p>",American Association for the Advancement of Science (AAAS),en,2013.0,No data,USA.,USA.,10.1126/science.1226817,http://dx.doi.org/10.1126/science.1226817
221,Disturbance dynamics influence Carex pensylvanica abundance in a northern hardwood forest.,Matthew D. Powers,Linda M. Nagel,No data,Torrey Botanical Society,en,2008.0,No data,No data,No data,10.3159/08-ra-034.1,http://dx.doi.org/10.3159/08-ra-034.1
222,"Invasive earthworms deplete key soil inorganic nutrients (Ca, Mg, K, and P) in a northern hardwood forest.",Kit Resner,Alex Blum,No data,Springer Science and Business Media LLC,en,2014.0,No data,No data,No data,10.1007/s10021-014-9814-0,http://dx.doi.org/10.1007/s10021-014-9814-0
223,Ecosystem engineering effects on species diversity across ecosystems: a meta-analysis.,Gustavo Q. Romero,Julia Koricheva,"<jats:title>ABSTRACT</jats:title><jats:p>Ecosystem engineering is increasingly recognized as a relevant ecological driver of diversity and community composition. Although engineering impacts on the biota can vary from negative to positive, and from trivial to enormous, patterns and causes of variation in the magnitude of engineering effects across ecosystems and engineer types remain largely unknown. To elucidate the above patterns, we conducted a meta‐analysis of 122 studies which explored effects of animal ecosystem engineers on species richness of other organisms in the community. The analysis revealed that the overall effect of ecosystem engineers on diversity is positive and corresponds to a 25% increase in species richness, indicating that ecosystem engineering is a facilitative process globally. Engineering effects were stronger in the tropics than at higher latitudes, likely because new or modified habitats provided by engineers in the tropics may help minimize competition and predation pressures on resident species. Within aquatic environments, engineering impacts were stronger in marine ecosystems (rocky shores) than in streams. In terrestrial ecosystems, engineers displayed stronger positive effects in arid environments (e.g. deserts). Ecosystem engineers that create new habitats or microhabitats had stronger effects than those that modify habitats or cause bioturbation. Invertebrate engineers and those with lower engineering persistence (&lt;1 year) affected species richness more than vertebrate engineers which persisted for &gt;1 year. Invertebrate species richness was particularly responsive to engineering impacts. This study is the first attempt to build an integrative framework of engineering effects on species diversity; it highlights the importance of considering latitude, habitat, engineering functional group, taxon and persistence of their effects in future theoretical and empirical studies.</jats:p>",Wiley,en,2014.0,No data,Brazil,U.K,10.1111/brv.12138,http://dx.doi.org/10.1111/brv.12138
224,Invasive earthworms interact with abiotic conditions to influence the invasion of common buckthorn (Rhamnus cathartica).,Alexander M. Roth,Peter B. Reich,No data,Springer Science and Business Media LLC,en,2014.0,Jul,No data,No data,10.1007/s00442-014-3175-4,http://dx.doi.org/10.1007/s00442-014-3175-4
225,Indirect and direct effects of exotic earthworms on soil nutrient and carbon pools in North American temperate forests.,Tara E. Sackett,Nathan Basiliko,No data,Elsevier BV,en,2013.0,No data,No data,No data,10.1016/j.soilbio.2012.08.015,http://dx.doi.org/10.1016/j.soilbio.2012.08.015
226,Global biodiversity scenarios for the year 2100.,Niklas Boke Olén,Veiko Lehsten,No data,Elsevier BV,en,2022.0,No data,No data,No data,10.1016/j.dib.2022.107804,http://dx.doi.org/10.1016/j.dib.2022.107804
227,Positive interactions of nonindigenous species: invasional meltdown?,No data,No data,No data,Wiley,No data,2022.0,No data,No data,No data,10.1111/ele.14127/v1/review1,http://dx.doi.org/10.1111/ele.14127/v1/review1
228,Impacts of biological invasions: what’s what and the way forward.,Daniel Simberloff,Montserrat Vilà,No data,Elsevier BV,en,2013.0,No data,No data,No data,10.1016/j.tree.2012.07.013,http://dx.doi.org/10.1016/j.tree.2012.07.013
229,A consumer’s guide to evenness indices.,Hanna Tuomisto,Hanna Tuomisto,"<jats:p>Ecologists widely agree that species diversity consists of two components, richness (the number of species) and evenness (a measure of the equitability of the proportional abundances of those species). However, no consensus on an exact definition of evenness (or equitability) has emerged. Instead, numerous equitability indices have been used in the ecological literature, as different researchers have preferred indices with different mathematical properties. In this paper, I show that the phrase ‘species diversity consists of two independent components, richness and evenness’ logically leads to one particular definition of evenness (Evenness = Diversity/Richness). To facilitate accurate communication, I propose that the term ‘evenness’ be used only to refer to this phenomenon, and that other terms be used for the equitability indices that measure other things. Here I provide a review of popular equitability indices, explain what each measures in practice, and show how they relate to each other and to evenness itself. I also explore how the partitioning of diversity into richness and evenness components is related to the partitioning of diversity into alpha and beta components. Dissecting the indices makes it easier to see the conceptual differences among them. Such understanding is necessary to ensure that an appropriate index is chosen for the questions at hand, as well as to interpret the index values correctly and to assess when index values can and when they cannot be considered comparable.</jats:p>",Wiley,en,2012.0,No data,No data,No data,10.1111/j.1600-0706.2011.19897.x,http://dx.doi.org/10.1111/j.1600-0706.2011.19897.x
230,Invasive earthworm species and nitrogen cycling in remnant forest patches.,Katalin Szlavecz,Ian Yesilonis,No data,Elsevier BV,en,2006.0,No data,No data,No data,10.1016/j.apsoil.2005.01.006,http://dx.doi.org/10.1016/j.apsoil.2005.01.006
231,"Belowground bud bank response to grazing under severe, short-term drought.",Benjamin L. VanderWeide,David C. Hartnett,No data,Springer Science and Business Media LLC,en,2015.0,No data,No data,No data,10.1007/s00442-015-3249-y,http://dx.doi.org/10.1007/s00442-015-3249-y
232,Global meta-analysis reveals no net change in local-scale plant biodiversity over time.,Jonathan Chase,Jonathan Chase,No data,H1 Connect,No data,2013.0,Dec,Germany,Germany,10.3410/f.718156878.793486656,http://dx.doi.org/10.3410/f.718156878.793486656
233,"Ecological impacts of invasive alien plants: a meta-analysis of their effects on species, communities and ecosystems.",Montserrat Vilà,Petr Pyšek,No data,Wiley,en,2011.0,No data,No data,No data,10.1111/j.1461-0248.2011.01628.x,http://dx.doi.org/10.1111/j.1461-0248.2011.01628.x
234,Invasive species triggers a massive loss of ecosystem services through a trophic cascade.,Patrick Tobin,Patrick Tobin,No data,H1 Connect,No data,2018.0,No data,USA,USA,10.3410/f.726230400.793551925,http://dx.doi.org/10.3410/f.726230400.793551925
235,Ecological linkages between aboveground and belowground biota.,David A. Wardle,Diana H. Wall,"<jats:p>All terrestrial ecosystems consist of aboveground and belowground components that interact to influence community- and ecosystem-level processes and properties. Here we show how these components are closely interlinked at the community level, reinforced by a greater degree of specificity between plants and soil organisms than has been previously supposed. As such, aboveground and belowground communities can be powerful mutual drivers, with both positive and negative feedbacks. A combined aboveground-belowground approach to community and ecosystem ecology is enhancing our understanding of the regulation and functional significance of biodiversity and of the environmental impacts of human-induced global change phenomena.</jats:p>",American Association for the Advancement of Science (AAAS),en,2004.0,Nov,Zealand.,Finland.,10.1126/science.1094875,http://dx.doi.org/10.1126/science.1094875
236,Terrestrial ecosystem responses to species gains and losses.,David A. Wardle,Wim H. Van der Putten,"<jats:p>Ecosystems worldwide are losing some species and gaining others, resulting in an interchange of species that is having profound impacts on how these ecosystems function. However, research on the effects of species gains and losses has developed largely independently of one another. Recent conceptual advances regarding effects of species gain have arisen from studies that have unraveled the mechanistic basis of how invading species with novel traits alter biotic interactions and ecosystem processes. In contrast, studies on traits associated with species loss are fewer, and much remains unknown about how traits that predispose species to extinction affect ecological processes. Species gains and losses are both consequences and drivers of global change; thus, explicit integration of research on how both processes simultaneously affect ecosystem functioning is key to determining the response of the Earth system to current and future human activities.</jats:p>",American Association for the Advancement of Science (AAAS),en,2011.0,Oct,Sweden.,Netherlands.,10.1126/science.1197479,http://dx.doi.org/10.1126/science.1197479
237,Resident plant diversity and introduced earthworms have contrasting effects on the success of invasive plants.,Timothy J. S. Whitfeld,Peter B. Reich,No data,Springer Science and Business Media LLC,en,2014.0,No data,No data,No data,10.1007/s10530-014-0657-6,http://dx.doi.org/10.1007/s10530-014-0657-6
238,Selective vertical seed transport by earthworms: Implications for the diversity of grassland ecosystems.,Johann G. Zaller,Nina Saxler,No data,Elsevier BV,en,2007.0,No data,No data,No data,10.1016/j.ejsobi.2007.08.010,http://dx.doi.org/10.1016/j.ejsobi.2007.08.010
239,Earthworms increase plant production: a meta-analysis.,Jan Willem van Groenigen,Kees Jan van Groenigen,No data,Springer Science and Business Media LLC,en,2014.0,No data,No data,No data,10.1038/srep06365,http://dx.doi.org/10.1038/srep06365
240,Food security: the challenge of feeding 9 billion people.,Donald L. Winkelmann,Donald L. Winkelmann,"<p>Most observers agree that, barring catastrophe, the global population will number more than 8 billion by 2025. There is, however, less agreement about the consequences for food security. Some, for example, Brown and Kane of the World Watch Institute (Brown and Kane, 1994), argue that there will be widespread shortages of foodstuffs, accompanied by higher global prices. Others, like Alexandratos of the Food and Agriculture Organization of the United Nations (FAO) (Alexandratos, 1995), claim that production will match rising demands and that prices will continue to decline in real terms. All agree, however, that the world’s poor, especially those in the poorest countries, will be without adequate food. This chapter links food security with poverty and argues that increased productivity in agriculture is the most effective way for the poor to achieve food security. What is food security? The International Food Policy Research Institute, IFPRI (IFPRI, 1995) defines food security as “economic and physical access at all times to the food required for a healthy and productive life.” Food security has two dimensions: the availability of food and access to food. Availability depends on production, and, while the debate about global availability continues, the view in this chapter, like that of the FAO, is that adequate food will be available globally at real prices roughly comparable to those prevailing in the 1990s. (See Dyson, 1996, p. 167, for perhaps the latest systematic study holding this view.) To achieve food adequacy, the major assumptions here are that research will continue to turn out the elements of improved technologies and that Eastern Europe, especially Russia and Ukraine, will move closer to its potential as a food supplier. Lack of access to food because of poverty, however, is a major challenge. Some people in the developed world and in higher-income developing countries do not have access to food, but policy changes could resolve that problem; certainly, such societies have the resources. This is not the case for the poor in the world’s poorest countries; for them, the combination of individual and societal poverty severely limits access to adequate foodstuffs.</p>",Oxford University Press,No data,1998.0,No data,No data,No data,10.1093/oso/9780195113129.003.0028,http://dx.doi.org/10.1093/oso/9780195113129.003.0028
241,The role of conservation agriculture in sustainable agriculture.,R. C. Singh,R. C. Singh,No data,Springer Singapore,No data,2021.0,No data,No data,No data,10.1007/978-981-16-0827-8_25,http://dx.doi.org/10.1007/978-981-16-0827-8_25
242,Comparing the yields of organic and conventional agriculture.,Verena Seufert,Verena Seufert,No data,Elsevier,No data,2019.0,No data,No data,No data,10.1016/b978-0-08-100596-5.22027-1,http://dx.doi.org/10.1016/b978-0-08-100596-5.22027-1
243,A review of earthworm impact on soil function and ecosystem services.,M. Blouin,J.‐J. Brun,"<jats:title>Summary</jats:title><jats:p>Biodiversity is responsible for the provision of many ecosystem services; human well‐being is based on these services, and consequently on biodiversity. In soil, earthworms represent the largest component of the animal biomass and are commonly termed ‘ecosystem engineers’. This review considers the contribution of earthworms to ecosystem services through pedogenesis, development of soil structure, water regulation, nutrient cycling, primary production, climate regulation, pollution remediation and cultural services. Although there has been much research into the role of earthworms in soil ecology, this review demonstrates substantial gaps in our knowledge related in particular to difficulties in identifying the effects of species, land use and climate. The review aims to assist people involved in all aspects of land management, including conservation, agriculture, mining or other industries, to obtain a broad knowledge of earthworms and ecosystem services.</jats:p>",Wiley,en,2013.0,No data,France,France,10.1111/ejss.12025,http://dx.doi.org/10.1111/ejss.12025
244,The formation of vegetable mould through the action of worms with observations on their habits.,No data,No data,No data,Cambridge University Press,No data,2009.0,No data,No data,No data,10.1017/cbo9780511703850.002,http://dx.doi.org/10.1017/cbo9780511703850.002
245,Effects of earthworms on plant growth: patterns and perspectives.,Stefan Scheu,Stefan Scheu,No data,Elsevier BV,en,2003.0,No data,No data,No data,10.1078/0031-4056-00270,http://dx.doi.org/10.1078/0031-4056-00270
246,"The role of biomass allocation in the growth response of plants to different levels of light, CO2, nutrients and water: a quantitative review.",Hendrik Poorter,Oscar Nagel,"<jats:p>The allocation of biomass to different plant
organs depends on species, ontogeny and on the environment experienced by the
plant. In this paper we first discuss some methodological tools to describe
and analyse the allocation of biomass. Rather than the use of shoot:root
ratios, we plead strongly for a subdivision of biomass into at least three
compartments: leaves, stems and roots. Attention is drawn to some of the
disadvantages of allometry as a tool to correct for size differences between
plants. Second, we tested the extent to which biomass allocation of plants
follows the model of a ‘functional equilibrium’. According to this
model, plants respond to a decrease in above-ground resources with increased
allocation to shoots (leaves), whereas they respond to a decrease in
below-ground resources with increased allocation to roots. We carried out a
meta-analysis of the literature, analysing the effect of various environmental
variables on the fraction of total plant biomass allocated to leaves (leaf
mass fraction), stem (stem mass fraction) and roots (root mass fraction). The
responses to light, nutrients and water agreed with the (qualitative)
prediction of the ‘functional equilibrium’ theory. The notable
exception was atmospheric CO2, which did not affect
allocation when the concentration was doubled. Third, we analysed the
quantitative importance of the changes in allocation compared to changes in
other growth parameters, such as unit leaf rate (the net difference between
carbon gain and carbon losses per unit time and leaf area), and specific leaf
area (leaf area: leaf biomass). The effects of light,
CO2 and water on leaf mass fractions were small compared
to their effects on relative growth rate. The effects of nutrients, however,
were large, suggesting that only in the case of nutrients, biomass allocation
is a major factor in the response of plants to limiting resource supply.</jats:p>",CSIRO Publishing,en,2000.0,No data,No data,No data,10.1071/pp99173,http://dx.doi.org/10.1071/pp99173
247,Earthworm ecology. 2nd Edition.,Jos?? A. Amador,Jos?? A. Amador,No data,Ovid Technologies (Wolters Kluwer Health),en,2005.0,No data,No data,No data,10.1097/00010694-200503000-00008,http://dx.doi.org/10.1097/00010694-200503000-00008
248,Earthworms influence the production of above- and belowground biomass and the expression of genes involved in cell proliferation and stress responses in Arabidopsis thaliana.,Ulrike Jana,Anne Repellin,No data,Elsevier BV,en,2010.0,No data,No data,No data,10.1016/j.soilbio.2009.10.022,http://dx.doi.org/10.1016/j.soilbio.2009.10.022
249,"Signal Molecules Mediate the Impact of the Earthworm Aporrectodea caliginosa on Growth, Development and Defence of the Plant Arabidopsis thaliana.",Ruben Puga-Freitas,Manuel Blouin,No data,Public Library of Science (PLoS),en,2012.0,Mar,No data,No data,10.1371/journal.pone.0049504,http://dx.doi.org/10.1371/journal.pone.0049504
250,Changes in soil N pools in response to earthworm population manipulations in agroecosystems with different N sources.,J.M. Blair,B.R. Stinner,No data,Elsevier BV,en,1997.0,No data,No data,No data,10.1016/s0038-0717(96)00098-3,http://dx.doi.org/10.1016/s0038-0717(96)00098-3
251,Earthworm species composition affects the soil bacterial community and net nitrogen mineralization.,Maria B. Postma-Blaauw,Lijbert Brussaard,No data,Elsevier BV,en,2006.0,No data,No data,No data,10.1016/j.pedobi.2006.02.001,http://dx.doi.org/10.1016/j.pedobi.2006.02.001
252,Inorganic and organic phosphorus pools in earthworm casts (Glossoscolecidae) and a Brazilian rainforest Oxisol.,Christienne N. Kuczak,Flavio J. Luizão,No data,Elsevier BV,en,2006.0,No data,No data,No data,10.1016/j.soilbio.2005.06.007,http://dx.doi.org/10.1016/j.soilbio.2005.06.007
253,Effects of earthworms on Phosphorus dynamics - a review.,No data,No data,No data,CRC Press,No data,1997.0,No data,No data,No data,10.1201/9781482285246-12,http://dx.doi.org/10.1201/9781482285246-12
254,"Movement of N from decomposing earthworm tissue to soil, microbial and plant N pools.",Joann K. Whalen,Jessica L. Vanarsdale,No data,Elsevier BV,en,1999.0,No data,No data,No data,10.1016/s0038-0717(97)00252-6,http://dx.doi.org/10.1016/s0038-0717(97)00252-6
255,Effects of earthworm inoculation upon the root-growth of direct drilled cereals.,C. A. Edwards,J. R. Lofty,No data,JSTOR,No data,1980.0,No data,No data,No data,10.2307/2402635,http://dx.doi.org/10.2307/2402635
256,Influence of earthworms on soil productivity.,HENRY HOPP,CLARENCE S. SLATER,No data,Ovid Technologies (Wolters Kluwer Health),en,1948.0,No data,No data,No data,10.1097/00010694-194812000-00003,http://dx.doi.org/10.1097/00010694-194812000-00003
257,Land-use and land-management change: relationships with earthworm and fungi communities and soil structural properties.,David J Spurgeon,Jack H Faber,No data,Springer Science and Business Media LLC,en,2013.0,No data,No data,No data,10.1186/1472-6785-13-46,http://dx.doi.org/10.1186/1472-6785-13-46
258,Soil invertebrates and ecosystem services.,Lijbert Brussaard,Lijbert Brussaard,No data,Oxford University Press,No data,2012.0,No data,No data,No data,10.1093/acprof:oso/9780199575923.003.0005,http://dx.doi.org/10.1093/acprof:oso/9780199575923.003.0005
